record_type,members,member_count,persistence_neighbor_score
cluster,"[""Delta_1232"", ""Ds_plus"", ""Omega_minus"", ""muon"", ""pi0""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""D_plus"", ""K_long"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""pi0"", ""pi_plus"", ""rho_770""]",16,0.0002
cluster,"[""Delta_1232"", ""Higgs"", ""J_psi"", ""K_short"", ""Omega_minus"", ""Xi_minus"", ""eta"", ""muon"", ""neutron"", ""phi_1020"", ""proton"", ""tau"", ""top""]",13,0.0002
cluster,"[""D0"", ""K_short"", ""Upsilon_1S"", ""muon"", ""omega_782"", ""phi_1020"", ""pi0"", ""top""]",8,0.0002
cluster,"[""Omega_minus"", ""Z"", ""tau""]",3,0.0002
cluster,"[""W"", ""electron"", ""neutron"", ""rho_770""]",4,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""K_long"", ""Sigma_plus"", ""proton""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""J_psi"", ""K_plus"", ""Lambda"", ""eta"", ""pi_plus""]",10,0.0002
cluster,"[""B0"", ""Bs0"", ""Ds_plus"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""muon"", ""neutron"", ""omega_782"", ""phi_1020"", ""pi_plus"", ""top""]",12,0.0002
cluster,"[""B_plus"", ""D_plus"", ""Z"", ""proton""]",4,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""K_short"", ""W"", ""Xi_minus"", ""electron"", ""eta"", ""rho_770""]",9,0.0002
cluster,"[""Delta_1232"", ""K_long"", ""Upsilon_1S"", ""pi0""]",4,0.0002
cluster,"[""Higgs"", ""K_plus"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""muon"", ""pi_plus"", ""tau""]",9,0.0002
cluster,"[""B0"", ""Bs0"", ""Ds_plus"", ""J_psi"", ""Lambda"", ""pi0"", ""rho_770""]",7,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_short"", ""Omega_minus"", ""Xi_minus"", ""neutron"", ""phi_1020"", ""proton"", ""top""]",9,0.0002
cluster,"[""B_plus"", ""Higgs"", ""eta"", ""omega_782""]",4,0.0002
cluster,"[""D_plus"", ""J_psi"", ""K_short"", ""Xi_minus"", ""Z"", ""pi0""]",6,0.0002
cluster,"[""K_long"", ""Omega_minus"", ""W""]",3,0.0002
cluster,"[""K_plus"", ""Sigma_plus"", ""muon"", ""neutron"", ""pi_plus"", ""rho_770"", ""tau""]",7,0.0002
cluster,"[""B0"", ""Bs0"", ""Delta_1232"", ""Ds_plus"", ""electron"", ""phi_1020"", ""top""]",7,0.0002
cluster,"[""J_psi"", ""Lambda"", ""tau""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""Ds_plus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""neutron""]",8,0.0002
cluster,"[""B_plus"", ""K_long"", ""K_short"", ""Xi_minus"", ""rho_770""]",5,0.0002
cluster,"[""D_plus"", ""Omega_minus"", ""muon"", ""phi_1020"", ""proton""]",5,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Higgs"", ""K_plus"", ""Sigma_plus"", ""eta"", ""omega_782"", ""pi0"", ""pi_plus"", ""top""]",10,0.0002
cluster,"[""K_plus"", ""Z"", ""pi_plus""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""K_long"", ""electron"", ""eta"", ""phi_1020"", ""pi0"", ""proton"", ""tau"", ""top""]",13,0.0002
cluster,"[""B_plus"", ""D_plus"", ""J_psi"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""muon"", ""neutron"", ""omega_782""]",10,0.0002
cluster,"[""B0"", ""Bs0"", ""W"", ""muon""]",4,0.0002
cluster,"[""B_plus"", ""D_plus"", ""Ds_plus"", ""Higgs"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Xi_minus"", ""eta"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770""]",14,0.0002
cluster,"[""D0"", ""Delta_1232"", ""J_psi"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""neutron"", ""omega_782"", ""top""]",9,0.0002
cluster,"[""K_long"", ""Z"", ""electron"", ""tau""]",4,0.0002
cluster,"[""Lambda"", ""Sigma_plus"", ""W"", ""eta""]",4,0.0002
cluster,"[""D0"", ""Higgs"", ""K_long"", ""muon""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""Ds_plus"", ""J_psi"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""neutron"", ""omega_782"", ""phi_1020"", ""pi_plus"", ""proton"", ""rho_770"", ""tau"", ""top""]",20,0.0002
cluster,"[""D_plus"", ""Z"", ""pi0""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""K_plus"", ""K_short"", ""Omega_minus"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""pi_plus"", ""tau""]",13,0.0002
cluster,"[""D_plus"", ""Lambda"", ""Sigma_plus"", ""neutron"", ""rho_770"", ""top""]",6,0.0002
cluster,"[""K_long"", ""muon"", ""omega_782"", ""pi0""]",4,0.0002
cluster,"[""J_psi"", ""Upsilon_1S"", ""proton""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Xi_minus"", ""electron"", ""eta"", ""neutron"", ""omega_782"", ""phi_1020"", ""pi0"", ""pi_plus"", ""rho_770"", ""tau"", ""top""]",19,0.0002
cluster,"[""D_plus"", ""Higgs"", ""K_long"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""muon""]",8,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""K_long"", ""Lambda"", ""Sigma_plus"", ""electron"", ""eta"", ""muon"", ""neutron"", ""omega_782"", ""phi_1020"", ""proton"", ""rho_770"", ""top""]",14,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Higgs"", ""J_psi"", ""K_plus"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""pi0"", ""pi_plus"", ""tau""]",16,0.0002
cluster,"[""Xi_minus"", ""eta"", ""neutron"", ""pi_plus""]",4,0.0002
cluster,"[""D0"", ""rho_770"", ""top""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""K_short"", ""Omega_minus"", ""muon"", ""omega_782""]",6,0.0002
cluster,"[""B_plus"", ""Delta_1232"", ""Higgs"", ""K_long"", ""tau""]",5,0.0002
cluster,"[""Ds_plus"", ""J_psi"", ""Lambda"", ""Sigma_plus"", ""Z"", ""pi0"", ""proton""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Ds_plus"", ""K_long"", ""K_short"", ""Lambda"", ""Omega_minus"", ""Sigma_plus"", ""W"", ""electron"", ""eta"", ""muon"", ""neutron"", ""omega_782"", ""phi_1020"", ""proton"", ""rho_770"", ""tau"", ""top""]",21,0.0002
cluster,"[""D_plus"", ""Higgs"", ""K_plus"", ""Upsilon_1S"", ""pi0""]",5,0.0002
cluster,"[""Delta_1232"", ""J_psi"", ""pi_plus""]",3,0.0002
cluster,"[""Ds_plus"", ""W"", ""eta""]",3,0.0002
cluster,"[""Xi_minus"", ""muon"", ""neutron"", ""pi0"", ""top""]",5,0.0002
cluster,"[""B0"", ""Bs0"", ""D0"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""Omega_minus"", ""Upsilon_1S"", ""omega_782"", ""rho_770""]",11,0.0002
cluster,"[""Lambda"", ""Sigma_plus"", ""Z"", ""electron"", ""proton"", ""tau""]",6,0.0002
cluster,"[""B0"", ""Bs0"", ""D0"", ""K_short"", ""Omega_minus"", ""phi_1020"", ""pi0""]",7,0.0002
cluster,"[""B_plus"", ""Higgs"", ""Lambda"", ""Upsilon_1S"", ""neutron"", ""top""]",6,0.0002
cluster,"[""J_psi"", ""K_plus"", ""proton"", ""rho_770"", ""tau""]",5,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""muon""]",7,0.0002
cluster,"[""Ds_plus"", ""Higgs"", ""Upsilon_1S"", ""muon"", ""pi_plus"", ""proton"", ""tau""]",7,0.0002
cluster,"[""D_plus"", ""J_psi"", ""K_long"", ""Xi_minus"", ""neutron"", ""omega_782"", ""top""]",7,0.0002
cluster,"[""B0"", ""Bs0"", ""D0"", ""Delta_1232"", ""electron""]",5,0.0002
cluster,"[""B_plus"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""W"", ""Z"", ""phi_1020"", ""pi0""]",8,0.0002
cluster,"[""J_psi"", ""K_short"", ""top""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""D0"", ""Lambda"", ""omega_782""]",5,0.0002
cluster,"[""B_plus"", ""K_plus"", ""Sigma_plus"", ""eta"", ""muon"", ""neutron"", ""pi_plus"", ""rho_770""]",8,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""phi_1020"", ""pi0"", ""proton"", ""tau""]",12,0.0002
cluster,"[""Ds_plus"", ""K_long"", ""Xi_minus"", ""eta"", ""omega_782"", ""tau""]",6,0.0002
cluster,"[""D_plus"", ""neutron"", ""pi0"", ""rho_770""]",4,0.0002
cluster,"[""Delta_1232"", ""K_short"", ""Z"", ""electron""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Higgs"", ""J_psi"", ""K_plus"", ""Lambda"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""muon"", ""phi_1020"", ""pi_plus""]",14,0.0002
cluster,"[""Ds_plus"", ""J_psi"", ""Xi_minus"", ""electron"", ""tau""]",5,0.0002
cluster,"[""D_plus"", ""Omega_minus"", ""eta"", ""top""]",4,0.0002
cluster,"[""K_short"", ""omega_782"", ""pi0""]",3,0.0002
cluster,"[""K_plus"", ""Lambda"", ""muon"", ""proton""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""K_long"", ""Sigma_plus"", ""Upsilon_1S"", ""Z"", ""neutron"", ""pi_plus"", ""rho_770""]",12,0.0002
cluster,"[""Higgs"", ""W"", ""phi_1020""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""Sigma_plus"", ""electron"", ""pi0"", ""pi_plus"", ""top""]",7,0.0002
cluster,"[""B_plus"", ""D0"", ""K_long"", ""omega_782"", ""proton""]",5,0.0002
cluster,"[""Upsilon_1S"", ""rho_770"", ""tau""]",3,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_plus"", ""K_short"", ""Lambda"", ""Omega_minus"", ""W"", ""Z"", ""eta"", ""muon"", ""neutron"", ""phi_1020""]",15,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""Higgs"", ""K_plus"", ""K_short"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""electron"", ""muon"", ""omega_782"", ""pi_plus"", ""proton"", ""rho_770"", ""tau""]",15,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D0"", ""Delta_1232"", ""J_psi"", ""K_long"", ""Sigma_plus"", ""W"", ""Z"", ""eta"", ""phi_1020"", ""pi0""]",13,0.0002
cluster,"[""B0"", ""Bs0"", ""K_long"", ""Sigma_plus"", ""Upsilon_1S""]",5,0.0002
cluster,"[""B_plus"", ""D0"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""phi_1020"", ""pi0"", ""rho_770""]",12,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""K_plus"", ""K_short"", ""Lambda"", ""Omega_minus"", ""neutron"", ""omega_782"", ""pi_plus"", ""proton"", ""tau"", ""top""]",12,0.0002
cluster,"[""D0"", ""Upsilon_1S"", ""Xi_minus"", ""omega_782"", ""proton""]",5,0.0002
cluster,"[""Ds_plus"", ""J_psi"", ""K_plus"", ""Omega_minus"", ""eta"", ""pi0"", ""rho_770"", ""tau""]",8,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""K_short"", ""Lambda"", ""Z"", ""phi_1020"", ""pi_plus""]",7,0.0002
cluster,"[""K_long"", ""W"", ""electron""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""Sigma_plus""]",3,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""Higgs"", ""K_long"", ""K_short"", ""Lambda"", ""pi0"", ""pi_plus"", ""tau""]",9,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""W"", ""Xi_minus"", ""Z"", ""muon"", ""neutron"", ""phi_1020"", ""rho_770""]",11,0.0002
cluster,"[""K_plus"", ""Omega_minus"", ""Upsilon_1S"", ""electron"", ""top""]",5,0.0002
cluster,"[""Sigma_plus"", ""omega_782"", ""pi0""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""J_psi"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""proton""]",10,0.0002
cluster,"[""D0"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""K_long"", ""K_plus"", ""K_short"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""neutron"", ""phi_1020"", ""pi_plus"", ""rho_770"", ""tau"", ""top""]",18,0.0002
cluster,"[""D0"", ""J_psi"", ""K_plus"", ""eta""]",4,0.0002
cluster,"[""K_long"", ""Lambda"", ""pi_plus"", ""proton""]",4,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""Ds_plus"", ""K_short"", ""Sigma_plus"", ""W"", ""Z"", ""phi_1020"", ""rho_770"", ""tau""]",10,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Higgs"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""top""]",12,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""Sigma_plus"", ""muon"", ""neutron"", ""tau""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""Delta_1232"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""phi_1020"", ""proton"", ""rho_770""]",11,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""K_long"", ""K_short"", ""Lambda"", ""Omega_minus"", ""electron"", ""eta"", ""omega_782"", ""pi_plus"", ""top""]",12,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""J_psi"", ""Sigma_plus"", ""omega_782"", ""tau""]",6,0.0002
cluster,"[""B0"", ""Bs0"", ""Xi_minus""]",3,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_long"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""electron"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus"", ""proton"", ""rho_770""]",15,0.0002
cluster,"[""Higgs"", ""eta"", ""muon"", ""top""]",4,0.0002
cluster,"[""K_long"", ""Omega_minus"", ""electron"", ""pi_plus""]",4,0.0002
cluster,"[""K_short"", ""Upsilon_1S"", ""muon"", ""phi_1020"", ""pi0""]",5,0.0002
cluster,"[""D_plus"", ""Delta_1232"", ""Ds_plus"", ""Sigma_plus"", ""W"", ""Z"", ""rho_770"", ""tau""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""J_psi"", ""K_plus"", ""Xi_minus"", ""neutron"", ""omega_782"", ""proton"", ""top""]",10,0.0002
cluster,"[""Sigma_plus"", ""pi0"", ""proton""]",3,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""Upsilon_1S"", ""phi_1020"", ""tau""]",5,0.0002
cluster,"[""B0"", ""Bs0"", ""K_plus"", ""Xi_minus"", ""Z""]",5,0.0002
cluster,"[""B_plus"", ""Delta_1232"", ""Higgs"", ""K_long"", ""W"", ""electron"", ""eta"", ""rho_770""]",8,0.0002
cluster,"[""J_psi"", ""Omega_minus"", ""top""]",3,0.0002
cluster,"[""D0"", ""Lambda"", ""muon"", ""omega_782""]",4,0.0002
cluster,"[""D_plus"", ""Ds_plus"", ""K_plus"", ""Xi_minus"", ""electron"", ""pi0"", ""tau""]",7,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""K_long"", ""Upsilon_1S"", ""phi_1020"", ""pi_plus""]",7,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Higgs"", ""J_psi"", ""K_short"", ""Lambda"", ""Omega_minus"", ""W"", ""Z"", ""eta"", ""muon"", ""neutron"", ""proton"", ""rho_770"", ""top""]",15,0.0002
cluster,"[""Omega_minus"", ""Upsilon_1S"", ""muon""]",3,0.0002
cluster,"[""D0"", ""Higgs"", ""K_short"", ""Z"", ""eta""]",5,0.0002
cluster,"[""B0"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""J_psi"", ""K_long"", ""K_plus"", ""Sigma_plus"", ""W"", ""Xi_minus"", ""electron"", ""neutron"", ""omega_782"", ""pi0"", ""proton"", ""rho_770"", ""tau"", ""top""]",19,0.0002
cluster,"[""Sigma_plus"", ""electron"", ""eta"", ""phi_1020"", ""proton""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Omega_minus"", ""W"", ""Xi_minus"", ""Z"", ""muon"", ""pi0"", ""pi_plus"", ""rho_770"", ""tau"", ""top""]",20,0.0002
cluster,"[""K_long"", ""Xi_minus"", ""eta""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""Higgs"", ""muon"", ""phi_1020"", ""pi_plus"", ""tau""]",9,0.0002
cluster,"[""B_plus"", ""J_psi"", ""Omega_minus"", ""Z"", ""neutron""]",5,0.0002
cluster,"[""Delta_1232"", ""Lambda"", ""W"", ""pi0"", ""proton"", ""rho_770""]",6,0.0002
cluster,"[""D0"", ""K_short"", ""Sigma_plus"", ""Upsilon_1S"", ""electron"", ""omega_782""]",6,0.0002
cluster,"[""Higgs"", ""Lambda"", ""phi_1020""]",3,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_plus"", ""K_short"", ""Sigma_plus"", ""W"", ""Z"", ""electron"", ""pi0"", ""rho_770""]",10,0.0002
cluster,"[""Upsilon_1S"", ""Xi_minus"", ""omega_782""]",3,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""Omega_minus"", ""eta"", ""muon"", ""neutron"", ""pi_plus"", ""proton"", ""tau""]",12,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""K_short"", ""Sigma_plus"", ""electron"", ""neutron"", ""phi_1020"", ""pi0""]",11,0.0002
cluster,"[""W"", ""muon"", ""pi_plus"", ""proton""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""Omega_minus"", ""Upsilon_1S"", ""omega_782"", ""rho_770"", ""tau"", ""top""]",12,0.0002
cluster,"[""J_psi"", ""Xi_minus"", ""muon"", ""phi_1020"", ""pi0"", ""pi_plus""]",6,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""tau""]",11,0.0002
cluster,"[""Delta_1232"", ""neutron"", ""rho_770"", ""top""]",4,0.0002
cluster,"[""D0"", ""Higgs"", ""K_long"", ""K_plus"", ""K_short"", ""Sigma_plus"", ""electron"", ""proton""]",8,0.0002
cluster,"[""B_plus"", ""Lambda"", ""tau""]",3,0.0002
cluster,"[""D0"", ""Delta_1232"", ""K_long"", ""K_plus"", ""K_short"", ""Sigma_plus"", ""Xi_minus"", ""electron"", ""eta"", ""muon"", ""omega_782"", ""pi_plus"", ""proton"", ""rho_770"", ""top""]",15,0.0002
cluster,"[""B0"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Omega_minus"", ""neutron"", ""phi_1020"", ""pi0""]",10,0.0002
cluster,"[""K_long"", ""K_plus"", ""K_short""]",3,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""electron"", ""eta"", ""muon"", ""neutron"", ""pi_plus"", ""rho_770"", ""top""]",14,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""Higgs"", ""J_psi"", ""Lambda"", ""Omega_minus"", ""phi_1020"", ""pi0"", ""proton"", ""tau""]",13,0.0002
cluster,"[""K_short"", ""muon"", ""phi_1020""]",3,0.0002
cluster,"[""D0"", ""Upsilon_1S"", ""Xi_minus"", ""electron"", ""pi_plus""]",5,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""Lambda"", ""Omega_minus"", ""omega_782"", ""pi0"", ""proton"", ""rho_770"", ""tau"", ""top""]",14,0.0002
cluster,"[""J_psi"", ""K_long"", ""K_plus"", ""neutron""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""Lambda"", ""Omega_minus"", ""W"", ""Z"", ""eta"", ""neutron"", ""proton""]",12,0.0002
cluster,"[""Delta_1232"", ""K_long"", ""K_plus"", ""muon"", ""omega_782"", ""pi0"", ""rho_770"", ""tau"", ""top""]",9,0.0002
cluster,"[""Xi_minus"", ""electron"", ""phi_1020""]",3,0.0002
cluster,"[""B0"", ""Bs0"", ""D_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S""]",6,0.0002
cluster,"[""K_long"", ""K_plus"", ""Z"", ""eta"", ""muon"", ""tau""]",6,0.0002
cluster,"[""K_short"", ""Sigma_plus"", ""W"", ""pi0"", ""pi_plus"", ""top""]",6,0.0002
cluster,"[""Delta_1232"", ""Higgs"", ""Xi_minus"", ""omega_782"", ""rho_770""]",5,0.0002
cluster,"[""D0"", ""J_psi"", ""electron"", ""neutron"", ""proton""]",5,0.0002
cluster,"[""K_short"", ""Sigma_plus"", ""eta"", ""neutron"", ""pi_plus""]",5,0.0002
cluster,"[""W"", ""Xi_minus"", ""Z"", ""pi0""]",4,0.0002
cluster,"[""D0"", ""Delta_1232"", ""Higgs"", ""electron"", ""omega_782"", ""proton"", ""rho_770"", ""top""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""muon"", ""phi_1020""]",13,0.0002
cluster,"[""D0"", ""Higgs"", ""Lambda"", ""Omega_minus"", ""W"", ""Z"", ""electron"", ""top""]",8,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""J_psi"", ""K_long"", ""K_plus"", ""muon"", ""neutron"", ""omega_782"", ""rho_770""]",13,0.0002
cluster,"[""K_short"", ""Sigma_plus"", ""Upsilon_1S"", ""phi_1020"", ""pi_plus""]",5,0.0002
cluster,"[""D0"", ""Lambda"", ""Omega_minus"", ""neutron""]",4,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Ds_plus"", ""Higgs"", ""K_long"", ""K_plus"", ""W"", ""Z"", ""electron"", ""muon"", ""top""]",13,0.0002
cluster,"[""Delta_1232"", ""J_psi"", ""K_short"", ""Sigma_plus"", ""omega_782"", ""pi_plus"", ""rho_770"", ""tau""]",8,0.0002
cluster,"[""Upsilon_1S"", ""Xi_minus"", ""phi_1020"", ""proton""]",4,0.0002
cluster,"[""B0"", ""Bs0"", ""K_plus""]",3,0.0002
cluster,"[""B_plus"", ""D_plus"", ""electron""]",3,0.0002
cluster,"[""Higgs"", ""J_psi"", ""K_short"", ""Sigma_plus"", ""W"", ""Xi_minus"", ""omega_782"", ""pi_plus"", ""tau"", ""top""]",10,0.0002
cluster,"[""Delta_1232"", ""neutron"", ""proton"", ""rho_770""]",4,0.0002
cluster,"[""D0"", ""K_long"", ""Lambda"", ""Omega_minus"", ""eta"", ""muon"", ""pi0""]",7,0.0002
cluster,"[""Ds_plus"", ""K_short"", ""Sigma_plus"", ""electron"", ""neutron"", ""pi_plus"", ""tau""]",7,0.0002
cluster,"[""Higgs"", ""W"", ""Xi_minus"", ""Z"", ""proton""]",5,0.0002
cluster,"[""B0"", ""Bs0"", ""D0"", ""Delta_1232"", ""K_long"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""eta"", ""muon"", ""phi_1020"", ""pi0"", ""rho_770""]",14,0.0002
cluster,"[""D0"", ""Higgs"", ""J_psi"", ""K_long"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""W"", ""Z"", ""muon"", ""omega_782"", ""top""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""Delta_1232"", ""Upsilon_1S"", ""eta"", ""neutron"", ""phi_1020"", ""pi0"", ""pi_plus"", ""rho_770""]",12,0.0002
cluster,"[""K_short"", ""Sigma_plus"", ""Xi_minus"", ""electron"", ""tau""]",5,0.0002
cluster,"[""Higgs"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""neutron""]",5,0.0002
cluster,"[""D0"", ""J_psi"", ""W"", ""Z""]",4,0.0002
cluster,"[""B0"", ""Bs0"", ""top""]",3,0.0002
cluster,"[""B_plus"", ""D_plus"", ""Delta_1232"", ""Ds_plus"", ""K_short"", ""Sigma_plus"", ""Upsilon_1S"", ""eta"", ""omega_782"", ""pi0"", ""pi_plus"", ""rho_770""]",12,0.0002
cluster,"[""B0"", ""B_plus"", ""Bs0"", ""D_plus"", ""J_psi"", ""W"", ""Z"", ""pi_plus""]",8,0.0002
cluster,"[""Ds_plus"", ""K_short"", ""Sigma_plus"", ""Upsilon_1S"", ""omega_782"", ""pi0"", ""top""]",7,0.0002
cluster,"[""Delta_1232"", ""Xi_minus"", ""eta"", ""tau""]",4,0.0002
cluster,"[""muon"", ""neutron"", ""phi_1020"", ""proton"", ""rho_770""]",5,0.0002
cluster,"[""K_plus"", ""Lambda"", ""Omega_minus"", ""electron""]",4,0.0002
cluster,"[""B_plus"", ""D_plus"", ""Higgs""]",3,0.0002
cluster,"[""Ds_plus"", ""J_psi"", ""K_long"", ""K_short"", ""Sigma_plus"", ""Upsilon_1S"", ""W"", ""Xi_minus"", ""Z"", ""eta"", ""muon"", ""neutron"", ""omega_782"", ""pi0"", ""proton"", ""tau"", ""top""]",17,0.0002
cluster,"[""Delta_1232"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""phi_1020"", ""rho_770""]",6,0.0002
cluster,"[""B0"", ""Bs0"", ""D0"", ""electron"", ""pi_plus""]",5,0.0002
cluster,"[""K_long"", ""K_plus"", ""Lambda"", ""Omega_minus"", ""Upsilon_1S"", ""W"", ""Z"", ""eta"", ""omega_782"", ""pi0"", ""proton"", ""tau"", ""top""]",13,0.0002
cluster,"[""B0"", ""Bs0"", ""D0"", ""neutron"", ""phi_1020"", ""pi_plus"", ""rho_770""]",7,0.0002
