record_type,members,member_count,persistence_neighbor_score
triplet,"[""proton"", ""Sigma_plus"", ""K_plus""]",3,0.002
triplet,"[""proton"", ""Sigma_plus"", ""eta""]",3,0.002
triplet,"[""proton"", ""K_short"", ""Bs0""]",3,0.002
triplet,"[""proton"", ""D_plus"", ""Bs0""]",3,0.002
triplet,"[""proton"", ""J_psi"", ""Upsilon_1S""]",3,0.002
triplet,"[""neutron"", ""Sigma_plus"", ""top""]",3,0.002
triplet,"[""neutron"", ""K_short"", ""B_plus""]",3,0.002
triplet,"[""neutron"", ""J_psi"", ""Upsilon_1S""]",3,0.002
triplet,"[""Lambda"", ""Delta_1232"", ""D_plus""]",3,0.002
triplet,"[""Lambda"", ""rho_770"", ""phi_1020""]",3,0.002
triplet,"[""Lambda"", ""D0"", ""Bs0""]",3,0.002
triplet,"[""Lambda"", ""B0"", ""Higgs""]",3,0.002
triplet,"[""Sigma_plus"", ""pi_plus"", ""eta""]",3,0.002
triplet,"[""Sigma_plus"", ""pi_plus"", ""B0""]",3,0.002
triplet,"[""Sigma_plus"", ""pi_plus"", ""Bs0""]",3,0.002
triplet,"[""Sigma_plus"", ""Upsilon_1S"", ""Z""]",3,0.002
triplet,"[""Xi_minus"", ""pi0"", ""W""]",3,0.002
triplet,"[""Xi_minus"", ""K_short"", ""rho_770""]",3,0.002
triplet,"[""Xi_minus"", ""K_short"", ""J_psi""]",3,0.002
triplet,"[""Xi_minus"", ""K_short"", ""Upsilon_1S""]",3,0.002
triplet,"[""Xi_minus"", ""eta"", ""phi_1020""]",3,0.002
triplet,"[""Xi_minus"", ""D0"", ""W""]",3,0.002
triplet,"[""Xi_minus"", ""D0"", ""Z""]",3,0.002
triplet,"[""Xi_minus"", ""Ds_plus"", ""Higgs""]",3,0.002
triplet,"[""Xi_minus"", ""Upsilon_1S"", ""Higgs""]",3,0.002
triplet,"[""Omega_minus"", ""Delta_1232"", ""D_plus""]",3,0.002
triplet,"[""Omega_minus"", ""pi0"", ""J_psi""]",3,0.002
triplet,"[""Omega_minus"", ""K_plus"", ""top""]",3,0.002
triplet,"[""Omega_minus"", ""phi_1020"", ""W""]",3,0.002
triplet,"[""Omega_minus"", ""D0"", ""Higgs""]",3,0.002
triplet,"[""Omega_minus"", ""D_plus"", ""W""]",3,0.002
triplet,"[""Omega_minus"", ""Upsilon_1S"", ""Z""]",3,0.002
triplet,"[""Delta_1232"", ""pi_plus"", ""K_short""]",3,0.002
triplet,"[""Delta_1232"", ""K_plus"", ""K_long""]",3,0.002
triplet,"[""Delta_1232"", ""K_long"", ""Bs0""]",3,0.002
triplet,"[""pi0"", ""K_short"", ""Upsilon_1S""]",3,0.002
triplet,"[""pi0"", ""eta"", ""J_psi""]",3,0.002
triplet,"[""pi0"", ""D0"", ""J_psi""]",3,0.002
triplet,"[""pi_plus"", ""omega_782"", ""D_plus""]",3,0.002
triplet,"[""pi_plus"", ""D_plus"", ""top""]",3,0.002
triplet,"[""pi_plus"", ""J_psi"", ""Upsilon_1S""]",3,0.002
triplet,"[""K_plus"", ""K_short"", ""J_psi""]",3,0.002
triplet,"[""K_plus"", ""K_long"", ""Ds_plus""]",3,0.002
triplet,"[""K_plus"", ""omega_782"", ""D0""]",3,0.002
triplet,"[""K_plus"", ""phi_1020"", ""Upsilon_1S""]",3,0.002
triplet,"[""K_plus"", ""D0"", ""top""]",3,0.002
triplet,"[""K_plus"", ""Ds_plus"", ""Z""]",3,0.002
triplet,"[""K_short"", ""omega_782"", ""Bs0""]",3,0.002
triplet,"[""K_short"", ""Ds_plus"", ""Higgs""]",3,0.002
triplet,"[""K_short"", ""B_plus"", ""top""]",3,0.002
triplet,"[""K_long"", ""Upsilon_1S"", ""Higgs""]",3,0.002
triplet,"[""eta"", ""omega_782"", ""Ds_plus""]",3,0.002
triplet,"[""eta"", ""Ds_plus"", ""Z""]",3,0.002
triplet,"[""rho_770"", ""omega_782"", ""phi_1020""]",3,0.002
triplet,"[""rho_770"", ""phi_1020"", ""B0""]",3,0.002
triplet,"[""phi_1020"", ""D0"", ""Z""]",3,0.002
triplet,"[""phi_1020"", ""B0"", ""Upsilon_1S""]",3,0.002
triplet,"[""D_plus"", ""B_plus"", ""W""]",3,0.002
triplet,"[""D_plus"", ""Bs0"", ""Upsilon_1S""]",3,0.002
triplet,"[""Ds_plus"", ""Bs0"", ""Upsilon_1S""]",3,0.002
triplet,"[""J_psi"", ""B0"", ""Upsilon_1S""]",3,0.002
triplet,"[""B0"", ""Upsilon_1S"", ""Higgs""]",3,0.002
triplet,"[""electron"", ""tau"", ""rho_770""]",3,0.0018
triplet,"[""electron"", ""K_short"", ""B_plus""]",3,0.0018
triplet,"[""electron"", ""K_short"", ""Bs0""]",3,0.0018
triplet,"[""electron"", ""D_plus"", ""B_plus""]",3,0.0018
triplet,"[""muon"", ""proton"", ""W""]",3,0.0018
triplet,"[""muon"", ""Lambda"", ""rho_770""]",3,0.0018
triplet,"[""muon"", ""Lambda"", ""Upsilon_1S""]",3,0.0018
triplet,"[""muon"", ""Omega_minus"", ""pi0""]",3,0.0018
triplet,"[""muon"", ""Omega_minus"", ""rho_770""]",3,0.0018
triplet,"[""muon"", ""rho_770"", ""Ds_plus""]",3,0.0018
triplet,"[""muon"", ""D0"", ""J_psi""]",3,0.0018
triplet,"[""muon"", ""Ds_plus"", ""Upsilon_1S""]",3,0.0018
triplet,"[""tau"", ""neutron"", ""Sigma_plus""]",3,0.0018
triplet,"[""tau"", ""pi0"", ""Upsilon_1S""]",3,0.0018
triplet,"[""tau"", ""pi0"", ""top""]",3,0.0018
triplet,"[""tau"", ""K_plus"", ""D_plus""]",3,0.0018
triplet,"[""tau"", ""K_short"", ""Z""]",3,0.0018
triplet,"[""tau"", ""D_plus"", ""Ds_plus""]",3,0.0018
triplet,"[""tau"", ""D_plus"", ""Z""]",3,0.0018
triplet,"[""tau"", ""Upsilon_1S"", ""Higgs""]",3,0.0018
triplet,"[""proton"", ""Lambda"", ""omega_782""]",3,0.0018
triplet,"[""proton"", ""Sigma_plus"", ""Delta_1232""]",3,0.0018
triplet,"[""proton"", ""Omega_minus"", ""Z""]",3,0.0018
triplet,"[""proton"", ""K_plus"", ""K_long""]",3,0.0018
triplet,"[""proton"", ""Upsilon_1S"", ""Higgs""]",3,0.0018
triplet,"[""neutron"", ""Sigma_plus"", ""K_long""]",3,0.0018
triplet,"[""neutron"", ""Xi_minus"", ""K_short""]",3,0.0018
triplet,"[""neutron"", ""Xi_minus"", ""Upsilon_1S""]",3,0.0018
triplet,"[""Lambda"", ""Sigma_plus"", ""K_long""]",3,0.0018
triplet,"[""Lambda"", ""K_short"", ""D0""]",3,0.0018
triplet,"[""Lambda"", ""D_plus"", ""Higgs""]",3,0.0018
triplet,"[""Lambda"", ""J_psi"", ""B_plus""]",3,0.0018
triplet,"[""Sigma_plus"", ""Delta_1232"", ""pi0""]",3,0.0018
triplet,"[""Sigma_plus"", ""Delta_1232"", ""Z""]",3,0.0018
triplet,"[""Sigma_plus"", ""pi0"", ""pi_plus""]",3,0.0018
triplet,"[""Sigma_plus"", ""pi0"", ""D0""]",3,0.0018
triplet,"[""Sigma_plus"", ""K_plus"", ""J_psi""]",3,0.0018
triplet,"[""Sigma_plus"", ""Ds_plus"", ""Higgs""]",3,0.0018
triplet,"[""Sigma_plus"", ""Upsilon_1S"", ""Higgs""]",3,0.0018
triplet,"[""Xi_minus"", ""Delta_1232"", ""K_short""]",3,0.0018
triplet,"[""Xi_minus"", ""K_short"", ""eta""]",3,0.0018
triplet,"[""Xi_minus"", ""K_short"", ""Z""]",3,0.0018
triplet,"[""Xi_minus"", ""K_short"", ""Higgs""]",3,0.0018
triplet,"[""Xi_minus"", ""K_short"", ""top""]",3,0.0018
triplet,"[""Xi_minus"", ""K_long"", ""B0""]",3,0.0018
triplet,"[""Xi_minus"", ""eta"", ""D_plus""]",3,0.0018
triplet,"[""Xi_minus"", ""eta"", ""top""]",3,0.0018
triplet,"[""Xi_minus"", ""phi_1020"", ""Upsilon_1S""]",3,0.0018
triplet,"[""Xi_minus"", ""B0"", ""Upsilon_1S""]",3,0.0018
triplet,"[""Xi_minus"", ""Bs0"", ""Upsilon_1S""]",3,0.0018
triplet,"[""Omega_minus"", ""pi0"", ""Ds_plus""]",3,0.0018
triplet,"[""Omega_minus"", ""K_long"", ""J_psi""]",3,0.0018
triplet,"[""Omega_minus"", ""K_long"", ""Higgs""]",3,0.0018
triplet,"[""Omega_minus"", ""eta"", ""W""]",3,0.0018
triplet,"[""Omega_minus"", ""phi_1020"", ""D0""]",3,0.0018
triplet,"[""Delta_1232"", ""eta"", ""Ds_plus""]",3,0.0018
triplet,"[""Delta_1232"", ""W"", ""Higgs""]",3,0.0018
triplet,"[""pi0"", ""pi_plus"", ""Ds_plus""]",3,0.0018
triplet,"[""pi0"", ""K_short"", ""B_plus""]",3,0.0018
triplet,"[""pi0"", ""K_long"", ""Upsilon_1S""]",3,0.0018
triplet,"[""pi0"", ""K_long"", ""Z""]",3,0.0018
triplet,"[""pi0"", ""omega_782"", ""Upsilon_1S""]",3,0.0018
triplet,"[""pi0"", ""D_plus"", ""B_plus""]",3,0.0018
triplet,"[""pi_plus"", ""omega_782"", ""Upsilon_1S""]",3,0.0018
triplet,"[""pi_plus"", ""D_plus"", ""Bs0""]",3,0.0018
triplet,"[""pi_plus"", ""J_psi"", ""Bs0""]",3,0.0018
triplet,"[""pi_plus"", ""J_psi"", ""Z""]",3,0.0018
triplet,"[""pi_plus"", ""Upsilon_1S"", ""Higgs""]",3,0.0018
triplet,"[""K_plus"", ""eta"", ""top""]",3,0.0018
triplet,"[""K_plus"", ""phi_1020"", ""Ds_plus""]",3,0.0018
triplet,"[""K_plus"", ""D0"", ""Bs0""]",3,0.0018
triplet,"[""K_plus"", ""J_psi"", ""Z""]",3,0.0018
triplet,"[""K_plus"", ""Upsilon_1S"", ""W""]",3,0.0018
triplet,"[""K_plus"", ""Upsilon_1S"", ""Higgs""]",3,0.0018
triplet,"[""K_short"", ""omega_782"", ""B_plus""]",3,0.0018
triplet,"[""K_short"", ""B_plus"", ""Upsilon_1S""]",3,0.0018
triplet,"[""K_short"", ""B_plus"", ""W""]",3,0.0018
triplet,"[""K_short"", ""B_plus"", ""Higgs""]",3,0.0018
triplet,"[""K_short"", ""Bs0"", ""Upsilon_1S""]",3,0.0018
triplet,"[""K_short"", ""W"", ""Higgs""]",3,0.0018
triplet,"[""K_long"", ""rho_770"", ""J_psi""]",3,0.0018
triplet,"[""K_long"", ""rho_770"", ""B0""]",3,0.0018
triplet,"[""eta"", ""W"", ""Higgs""]",3,0.0018
triplet,"[""rho_770"", ""D_plus"", ""B_plus""]",3,0.0018
triplet,"[""rho_770"", ""D_plus"", ""Bs0""]",3,0.0018
triplet,"[""omega_782"", ""Bs0"", ""Upsilon_1S""]",3,0.0018
triplet,"[""phi_1020"", ""D_plus"", ""B_plus""]",3,0.0018
triplet,"[""phi_1020"", ""Ds_plus"", ""Higgs""]",3,0.0018
triplet,"[""D_plus"", ""J_psi"", ""Bs0""]",3,0.0018
triplet,"[""D_plus"", ""B0"", ""Z""]",3,0.0018
triplet,"[""D_plus"", ""Upsilon_1S"", ""top""]",3,0.0018
triplet,"[""Ds_plus"", ""J_psi"", ""Upsilon_1S""]",3,0.0018
triplet,"[""Ds_plus"", ""J_psi"", ""W""]",3,0.0018
triplet,"[""J_psi"", ""B_plus"", ""Upsilon_1S""]",3,0.0018
triplet,"[""electron"", ""neutron"", ""Ds_plus""]",3,0.0016
triplet,"[""electron"", ""Xi_minus"", ""K_short""]",3,0.0016
triplet,"[""electron"", ""Omega_minus"", ""eta""]",3,0.0016
triplet,"[""electron"", ""D0"", ""D_plus""]",3,0.0016
triplet,"[""muon"", ""tau"", ""neutron""]",3,0.0016
triplet,"[""muon"", ""proton"", ""Z""]",3,0.0016
triplet,"[""muon"", ""neutron"", ""Sigma_plus""]",3,0.0016
triplet,"[""muon"", ""neutron"", ""K_short""]",3,0.0016
triplet,"[""muon"", ""Lambda"", ""eta""]",3,0.0016
triplet,"[""muon"", ""Xi_minus"", ""D0""]",3,0.0016
triplet,"[""muon"", ""Omega_minus"", ""Upsilon_1S""]",3,0.0016
triplet,"[""muon"", ""Delta_1232"", ""Z""]",3,0.0016
triplet,"[""muon"", ""pi_plus"", ""Z""]",3,0.0016
triplet,"[""muon"", ""K_short"", ""omega_782""]",3,0.0016
triplet,"[""muon"", ""D_plus"", ""J_psi""]",3,0.0016
triplet,"[""muon"", ""J_psi"", ""Upsilon_1S""]",3,0.0016
triplet,"[""tau"", ""neutron"", ""Omega_minus""]",3,0.0016
triplet,"[""tau"", ""Lambda"", ""pi_plus""]",3,0.0016
triplet,"[""tau"", ""Xi_minus"", ""top""]",3,0.0016
triplet,"[""tau"", ""Omega_minus"", ""K_short""]",3,0.0016
triplet,"[""tau"", ""Omega_minus"", ""W""]",3,0.0016
triplet,"[""tau"", ""Delta_1232"", ""D_plus""]",3,0.0016
triplet,"[""tau"", ""Delta_1232"", ""Upsilon_1S""]",3,0.0016
triplet,"[""tau"", ""pi_plus"", ""omega_782""]",3,0.0016
triplet,"[""proton"", ""K_short"", ""B_plus""]",3,0.0016
triplet,"[""proton"", ""K_short"", ""B0""]",3,0.0016
triplet,"[""neutron"", ""Lambda"", ""D_plus""]",3,0.0016
triplet,"[""neutron"", ""Lambda"", ""W""]",3,0.0016
triplet,"[""neutron"", ""Lambda"", ""Z""]",3,0.0016
triplet,"[""neutron"", ""pi_plus"", ""Ds_plus""]",3,0.0016
triplet,"[""neutron"", ""K_plus"", ""D_plus""]",3,0.0016
triplet,"[""neutron"", ""eta"", ""top""]",3,0.0016
triplet,"[""neutron"", ""D_plus"", ""B_plus""]",3,0.0016
triplet,"[""Lambda"", ""Sigma_plus"", ""Ds_plus""]",3,0.0016
triplet,"[""Lambda"", ""K_long"", ""eta""]",3,0.0016
triplet,"[""Lambda"", ""D0"", ""B0""]",3,0.0016
triplet,"[""Lambda"", ""D_plus"", ""Upsilon_1S""]",3,0.0016
triplet,"[""Lambda"", ""J_psi"", ""Upsilon_1S""]",3,0.0016
triplet,"[""Lambda"", ""Upsilon_1S"", ""W""]",3,0.0016
triplet,"[""Sigma_plus"", ""Xi_minus"", ""B0""]",3,0.0016
triplet,"[""Sigma_plus"", ""pi0"", ""phi_1020""]",3,0.0016
triplet,"[""Sigma_plus"", ""pi0"", ""B_plus""]",3,0.0016
triplet,"[""Sigma_plus"", ""eta"", ""Ds_plus""]",3,0.0016
triplet,"[""Xi_minus"", ""K_short"", ""phi_1020""]",3,0.0016
triplet,"[""Xi_minus"", ""K_short"", ""W""]",3,0.0016
triplet,"[""Xi_minus"", ""K_long"", ""eta""]",3,0.0016
triplet,"[""Xi_minus"", ""omega_782"", ""Upsilon_1S""]",3,0.0016
triplet,"[""Xi_minus"", ""phi_1020"", ""B0""]",3,0.0016
triplet,"[""Xi_minus"", ""phi_1020"", ""Bs0""]",3,0.0016
triplet,"[""Xi_minus"", ""D_plus"", ""J_psi""]",3,0.0016
triplet,"[""Xi_minus"", ""Ds_plus"", ""B_plus""]",3,0.0016
triplet,"[""Xi_minus"", ""J_psi"", ""Upsilon_1S""]",3,0.0016
triplet,"[""Omega_minus"", ""pi_plus"", ""K_short""]",3,0.0016
triplet,"[""Omega_minus"", ""K_plus"", ""omega_782""]",3,0.0016
triplet,"[""Omega_minus"", ""rho_770"", ""J_psi""]",3,0.0016
triplet,"[""Omega_minus"", ""omega_782"", ""D_plus""]",3,0.0016
triplet,"[""Omega_minus"", ""D_plus"", ""Higgs""]",3,0.0016
triplet,"[""Delta_1232"", ""pi0"", ""phi_1020""]",3,0.0016
triplet,"[""Delta_1232"", ""K_plus"", ""Bs0""]",3,0.0016
triplet,"[""Delta_1232"", ""K_short"", ""B_plus""]",3,0.0016
triplet,"[""Delta_1232"", ""D0"", ""Higgs""]",3,0.0016
triplet,"[""Delta_1232"", ""D_plus"", ""B_plus""]",3,0.0016
triplet,"[""Delta_1232"", ""J_psi"", ""W""]",3,0.0016
triplet,"[""pi0"", ""K_plus"", ""J_psi""]",3,0.0016
triplet,"[""pi0"", ""K_plus"", ""top""]",3,0.0016
triplet,"[""pi0"", ""K_short"", ""K_long""]",3,0.0016
triplet,"[""pi0"", ""omega_782"", ""B_plus""]",3,0.0016
triplet,"[""pi0"", ""D_plus"", ""Bs0""]",3,0.0016
triplet,"[""pi0"", ""D_plus"", ""Upsilon_1S""]",3,0.0016
triplet,"[""pi_plus"", ""J_psi"", ""B0""]",3,0.0016
triplet,"[""K_plus"", ""K_long"", ""eta""]",3,0.0016
triplet,"[""K_plus"", ""K_long"", ""J_psi""]",3,0.0016
triplet,"[""K_plus"", ""eta"", ""omega_782""]",3,0.0016
triplet,"[""K_plus"", ""J_psi"", ""Upsilon_1S""]",3,0.0016
triplet,"[""K_short"", ""K_long"", ""Ds_plus""]",3,0.0016
triplet,"[""K_short"", ""omega_782"", ""B0""]",3,0.0016
triplet,"[""K_short"", ""phi_1020"", ""J_psi""]",3,0.0016
triplet,"[""K_short"", ""J_psi"", ""B_plus""]",3,0.0016
triplet,"[""K_short"", ""J_psi"", ""Upsilon_1S""]",3,0.0016
triplet,"[""K_short"", ""B_plus"", ""Z""]",3,0.0016
triplet,"[""K_short"", ""Bs0"", ""top""]",3,0.0016
triplet,"[""K_long"", ""eta"", ""D0""]",3,0.0016
triplet,"[""K_long"", ""rho_770"", ""B_plus""]",3,0.0016
triplet,"[""K_long"", ""omega_782"", ""B0""]",3,0.0016
triplet,"[""K_long"", ""omega_782"", ""Bs0""]",3,0.0016
triplet,"[""K_long"", ""Bs0"", ""Higgs""]",3,0.0016
triplet,"[""rho_770"", ""omega_782"", ""Z""]",3,0.0016
triplet,"[""rho_770"", ""D_plus"", ""B0""]",3,0.0016
triplet,"[""phi_1020"", ""Bs0"", ""Upsilon_1S""]",3,0.0016
triplet,"[""D_plus"", ""B0"", ""Upsilon_1S""]",3,0.0016
triplet,"[""D_plus"", ""B0"", ""top""]",3,0.0016
triplet,"[""D_plus"", ""Bs0"", ""top""]",3,0.0016
triplet,"[""Bs0"", ""Upsilon_1S"", ""Higgs""]",3,0.0016
triplet,"[""electron"", ""proton"", ""D_plus""]",3,0.0014
triplet,"[""electron"", ""pi_plus"", ""Upsilon_1S""]",3,0.0014
triplet,"[""electron"", ""K_plus"", ""K_long""]",3,0.0014
triplet,"[""muon"", ""neutron"", ""B0""]",3,0.0014
triplet,"[""muon"", ""Sigma_plus"", ""Higgs""]",3,0.0014
triplet,"[""muon"", ""Delta_1232"", ""K_short""]",3,0.0014
triplet,"[""muon"", ""pi0"", ""phi_1020""]",3,0.0014
triplet,"[""muon"", ""pi0"", ""J_psi""]",3,0.0014
triplet,"[""muon"", ""K_plus"", ""K_short""]",3,0.0014
triplet,"[""muon"", ""D_plus"", ""B_plus""]",3,0.0014
triplet,"[""muon"", ""D_plus"", ""B0""]",3,0.0014
triplet,"[""tau"", ""neutron"", ""omega_782""]",3,0.0014
triplet,"[""tau"", ""Lambda"", ""D_plus""]",3,0.0014
triplet,"[""tau"", ""Lambda"", ""Z""]",3,0.0014
triplet,"[""tau"", ""Sigma_plus"", ""Higgs""]",3,0.0014
triplet,"[""tau"", ""Xi_minus"", ""K_short""]",3,0.0014
triplet,"[""tau"", ""Xi_minus"", ""eta""]",3,0.0014
triplet,"[""tau"", ""pi0"", ""omega_782""]",3,0.0014
triplet,"[""tau"", ""pi0"", ""D_plus""]",3,0.0014
triplet,"[""tau"", ""K_short"", ""W""]",3,0.0014
triplet,"[""tau"", ""phi_1020"", ""D_plus""]",3,0.0014
triplet,"[""tau"", ""D_plus"", ""Upsilon_1S""]",3,0.0014
triplet,"[""tau"", ""D_plus"", ""W""]",3,0.0014
triplet,"[""tau"", ""D_plus"", ""top""]",3,0.0014
triplet,"[""proton"", ""D_plus"", ""B_plus""]",3,0.0014
triplet,"[""proton"", ""D_plus"", ""B0""]",3,0.0014
triplet,"[""neutron"", ""pi0"", ""D0""]",3,0.0014
triplet,"[""neutron"", ""K_plus"", ""K_long""]",3,0.0014
triplet,"[""Lambda"", ""pi0"", ""K_plus""]",3,0.0014
triplet,"[""Lambda"", ""D_plus"", ""J_psi""]",3,0.0014
triplet,"[""Sigma_plus"", ""Xi_minus"", ""K_short""]",3,0.0014
triplet,"[""Sigma_plus"", ""pi_plus"", ""D0""]",3,0.0014
triplet,"[""Sigma_plus"", ""rho_770"", ""Higgs""]",3,0.0014
triplet,"[""Xi_minus"", ""pi0"", ""K_short""]",3,0.0014
triplet,"[""Xi_minus"", ""pi0"", ""top""]",3,0.0014
triplet,"[""Xi_minus"", ""K_short"", ""omega_782""]",3,0.0014
triplet,"[""Xi_minus"", ""K_long"", ""W""]",3,0.0014
triplet,"[""Xi_minus"", ""K_long"", ""Z""]",3,0.0014
triplet,"[""Xi_minus"", ""K_long"", ""Higgs""]",3,0.0014
triplet,"[""Xi_minus"", ""eta"", ""B_plus""]",3,0.0014
triplet,"[""Xi_minus"", ""phi_1020"", ""J_psi""]",3,0.0014
triplet,"[""Xi_minus"", ""D0"", ""Upsilon_1S""]",3,0.0014
triplet,"[""Xi_minus"", ""D_plus"", ""W""]",3,0.0014
triplet,"[""Xi_minus"", ""D_plus"", ""Z""]",3,0.0014
triplet,"[""Xi_minus"", ""Ds_plus"", ""J_psi""]",3,0.0014
triplet,"[""Omega_minus"", ""Delta_1232"", ""J_psi""]",3,0.0014
triplet,"[""Omega_minus"", ""Delta_1232"", ""Upsilon_1S""]",3,0.0014
triplet,"[""Omega_minus"", ""Delta_1232"", ""Z""]",3,0.0014
triplet,"[""Omega_minus"", ""eta"", ""D_plus""]",3,0.0014
triplet,"[""Omega_minus"", ""omega_782"", ""Ds_plus""]",3,0.0014
triplet,"[""Omega_minus"", ""phi_1020"", ""Higgs""]",3,0.0014
triplet,"[""Omega_minus"", ""D0"", ""Z""]",3,0.0014
triplet,"[""Delta_1232"", ""pi0"", ""D0""]",3,0.0014
triplet,"[""Delta_1232"", ""pi0"", ""Z""]",3,0.0014
triplet,"[""Delta_1232"", ""K_long"", ""J_psi""]",3,0.0014
triplet,"[""Delta_1232"", ""K_long"", ""B0""]",3,0.0014
triplet,"[""Delta_1232"", ""K_long"", ""W""]",3,0.0014
triplet,"[""Delta_1232"", ""eta"", ""W""]",3,0.0014
triplet,"[""Delta_1232"", ""D_plus"", ""Bs0""]",3,0.0014
triplet,"[""Delta_1232"", ""Ds_plus"", ""J_psi""]",3,0.0014
triplet,"[""Delta_1232"", ""B_plus"", ""Upsilon_1S""]",3,0.0014
triplet,"[""pi0"", ""pi_plus"", ""Upsilon_1S""]",3,0.0014
triplet,"[""pi0"", ""K_plus"", ""Higgs""]",3,0.0014
triplet,"[""pi0"", ""eta"", ""B0""]",3,0.0014
triplet,"[""pi0"", ""D_plus"", ""B0""]",3,0.0014
triplet,"[""pi0"", ""Ds_plus"", ""W""]",3,0.0014
triplet,"[""pi_plus"", ""D0"", ""B_plus""]",3,0.0014
triplet,"[""pi_plus"", ""B0"", ""Higgs""]",3,0.0014
triplet,"[""K_plus"", ""K_short"", ""W""]",3,0.0014
triplet,"[""K_plus"", ""K_long"", ""rho_770""]",3,0.0014
triplet,"[""K_plus"", ""K_long"", ""phi_1020""]",3,0.0014
triplet,"[""K_plus"", ""K_long"", ""D0""]",3,0.0014
triplet,"[""K_plus"", ""K_long"", ""W""]",3,0.0014
triplet,"[""K_plus"", ""K_long"", ""Z""]",3,0.0014
triplet,"[""K_plus"", ""K_long"", ""top""]",3,0.0014
triplet,"[""K_plus"", ""eta"", ""phi_1020""]",3,0.0014
triplet,"[""K_plus"", ""phi_1020"", ""B_plus""]",3,0.0014
triplet,"[""K_plus"", ""Ds_plus"", ""Upsilon_1S""]",3,0.0014
triplet,"[""K_plus"", ""B_plus"", ""Upsilon_1S""]",3,0.0014
triplet,"[""K_plus"", ""B0"", ""top""]",3,0.0014
triplet,"[""K_short"", ""B0"", ""top""]",3,0.0014
triplet,"[""K_long"", ""rho_770"", ""D_plus""]",3,0.0014
triplet,"[""K_long"", ""phi_1020"", ""D0""]",3,0.0014
triplet,"[""K_long"", ""Bs0"", ""top""]",3,0.0014
triplet,"[""eta"", ""rho_770"", ""J_psi""]",3,0.0014
triplet,"[""eta"", ""D_plus"", ""Bs0""]",3,0.0014
triplet,"[""eta"", ""B0"", ""W""]",3,0.0014
triplet,"[""eta"", ""B0"", ""Z""]",3,0.0014
triplet,"[""eta"", ""Bs0"", ""Z""]",3,0.0014
triplet,"[""eta"", ""Z"", ""Higgs""]",3,0.0014
triplet,"[""omega_782"", ""D_plus"", ""B_plus""]",3,0.0014
triplet,"[""omega_782"", ""D_plus"", ""Bs0""]",3,0.0014
triplet,"[""phi_1020"", ""D_plus"", ""Bs0""]",3,0.0014
triplet,"[""D_plus"", ""J_psi"", ""B_plus""]",3,0.0014
triplet,"[""D_plus"", ""B_plus"", ""Upsilon_1S""]",3,0.0014
triplet,"[""D_plus"", ""B_plus"", ""Higgs""]",3,0.0014
triplet,"[""D_plus"", ""B_plus"", ""top""]",3,0.0014
triplet,"[""D_plus"", ""B0"", ""Higgs""]",3,0.0014
triplet,"[""D_plus"", ""Bs0"", ""Z""]",3,0.0014
triplet,"[""D_plus"", ""W"", ""Higgs""]",3,0.0014
triplet,"[""J_psi"", ""B0"", ""Z""]",3,0.0014
triplet,"[""B0"", ""Upsilon_1S"", ""W""]",3,0.0014
triplet,"[""electron"", ""Lambda"", ""Sigma_plus""]",3,0.0012
triplet,"[""electron"", ""B_plus"", ""top""]",3,0.0012
triplet,"[""muon"", ""tau"", ""eta""]",3,0.0012
triplet,"[""muon"", ""neutron"", ""D_plus""]",3,0.0012
triplet,"[""muon"", ""Lambda"", ""Sigma_plus""]",3,0.0012
triplet,"[""muon"", ""Lambda"", ""phi_1020""]",3,0.0012
triplet,"[""muon"", ""Sigma_plus"", ""K_long""]",3,0.0012
triplet,"[""muon"", ""Sigma_plus"", ""Ds_plus""]",3,0.0012
triplet,"[""muon"", ""pi0"", ""pi_plus""]",3,0.0012
triplet,"[""muon"", ""phi_1020"", ""Higgs""]",3,0.0012
triplet,"[""muon"", ""D_plus"", ""Higgs""]",3,0.0012
triplet,"[""muon"", ""B0"", ""Higgs""]",3,0.0012
triplet,"[""tau"", ""neutron"", ""Xi_minus""]",3,0.0012
triplet,"[""tau"", ""neutron"", ""top""]",3,0.0012
triplet,"[""tau"", ""Sigma_plus"", ""K_plus""]",3,0.0012
triplet,"[""tau"", ""Xi_minus"", ""pi0""]",3,0.0012
triplet,"[""tau"", ""Xi_minus"", ""omega_782""]",3,0.0012
triplet,"[""tau"", ""Delta_1232"", ""W""]",3,0.0012
triplet,"[""tau"", ""K_short"", ""rho_770""]",3,0.0012
triplet,"[""tau"", ""K_long"", ""D_plus""]",3,0.0012
triplet,"[""tau"", ""K_long"", ""top""]",3,0.0012
triplet,"[""tau"", ""omega_782"", ""D_plus""]",3,0.0012
triplet,"[""tau"", ""D_plus"", ""J_psi""]",3,0.0012
triplet,"[""tau"", ""B_plus"", ""Upsilon_1S""]",3,0.0012
triplet,"[""tau"", ""B0"", ""Upsilon_1S""]",3,0.0012
triplet,"[""proton"", ""neutron"", ""Omega_minus""]",3,0.0012
triplet,"[""neutron"", ""Omega_minus"", ""eta""]",3,0.0012
triplet,"[""neutron"", ""K_plus"", ""D0""]",3,0.0012
triplet,"[""neutron"", ""K_long"", ""phi_1020""]",3,0.0012
triplet,"[""neutron"", ""phi_1020"", ""Ds_plus""]",3,0.0012
triplet,"[""neutron"", ""D_plus"", ""B0""]",3,0.0012
