base,top_k,area,perimeter,symmetry_score,compactness,midpoint_angles_deg
7.9380753138075315,4,1.7421913771805562,5.468896573987109,0.043083641484972776,0.7319919475061053,"[22.355124682764842, 69.99555701187116, 157.93379326634815, 289.57911995649937]"
7.9380753138075315,5,2.0910968927555227,5.701586472792676,0.03537938424455109,0.8083372450867468,"[22.355124682764842, 69.99555701187116, 157.93379326634815, 261.3821727178715, 289.57911995649937]"
7.9380753138075315,6,2.3896994550305313,5.87625599633611,0.04708523485207563,0.8696644828517089,"[22.355124682764842, 69.99555701187116, 157.93379326634815, 208.5549227474818, 261.3821727178715, 289.57911995649937]"
8.142259414225942,3,0.8863206144958155,4.809074278900014,0.02329333841667194,0.4815903148930855,"[49.107230593377636, 213.12917805039666, 352.00332415317376]"
8.142259414225942,4,1.5993741766871121,5.358822002068091,0.027145214979351694,0.6998762885079284,"[49.107230593377636, 161.910894797917, 213.12917805039666, 352.00332415317376]"
8.142259414225942,5,2.205017545054309,5.763343211616258,0.0564585563233472,0.83420530550356,"[49.107230593377636, 161.910894797917, 213.12917805039666, 279.02672044434144, 352.00332415317376]"
8.142259414225942,6,2.2876488607488765,5.807380709778806,0.043617160720840466,0.8523905623203133,"[49.107230593377636, 161.910894797917, 213.12917805039666, 253.7347177480205, 279.02672044434144, 352.00332415317376]"
8.346443514644351,3,0.8479815782462273,4.688622918139573,0.02255142762473454,0.4847364406082367,"[31.675075454744125, 216.68971146629272, 277.37671984354347]"
8.346443514644351,4,1.7932063840889947,5.508769105117627,0.036810379284587726,0.7425590594001367,"[31.675075454744125, 149.70922167781248, 216.68971146629272, 277.37671984354347]"
8.346443514644351,5,2.170987325852906,5.738047386367118,0.05151012626264652,0.8285884804870965,"[31.675075454744125, 149.70922167781248, 216.68971146629272, 277.37671984354347, 341.71116696950617]"
8.346443514644351,6,2.5486240396006097,5.9714610452953085,0.09608872486097243,0.8981614942606153,"[31.675075454744125, 107.89427504077256, 149.70922167781248, 216.68971146629272, 277.37671984354347, 341.71116696950617]"
8.55062761506276,3,0.8728167258977346,4.683512593432599,0.021514779232789865,0.5000224911371954,"[47.52258125081665, 152.19771597564554, 219.3030650164178]"
8.55062761506276,4,1.1669578557024836,4.856630017254393,0.019956192916779716,0.6217202263164525,"[47.52258125081665, 110.57190264346197, 152.19771597564554, 219.3030650164178]"
8.55062761506276,5,1.5990957267694352,5.277691490646049,0.026763095678963393,0.7214335367389861,"[22.21527823676944, 47.52258125081665, 110.57190264346197, 152.19771597564554, 219.3030650164178]"
8.55062761506276,6,2.4097379453079575,5.8890032565003265,0.053507521811377114,0.8731645423332661,"[22.21527823676944, 47.52258125081665, 110.57190264346197, 152.19771597564554, 219.3030650164178, 286.29555661465724]"
8.754811715481171,3,0.4053051936872215,3.6638584104409695,0.01207386770211227,0.3794151505769827,"[105.78967987670813, 170.03247180610262, 223.05442759399662]"
8.754811715481171,4,1.6736872117500552,5.413211024233362,0.03089506767140736,0.7177517277864661,"[105.78967987670813, 170.03247180610262, 223.05442759399662, 359.6328414281171]"
8.754811715481171,5,1.9926730617204405,5.601411291479553,0.03726981389545524,0.7980883820633228,"[54.057924050656574, 105.78967987670813, 170.03247180610262, 223.05442759399662, 359.6328414281171]"
8.754811715481171,6,2.4738584163409114,5.924561668640533,0.06988440875959467,0.8856706556601917,"[54.057924050656574, 105.78967987670813, 170.03247180610262, 223.05442759399662, 318.7396657252145, 359.6328414281171]"
8.95899581589958,3,0.45569755087015623,3.8203790427824895,0.012776737742783952,0.39234999415641053,"[46.9123307976022, 119.03684311597827, 171.01147071912322]"
8.95899581589958,4,1.2067527728859004,4.902570339299697,0.020508131329287218,0.6309290187203418,"[46.9123307976022, 119.03684311597827, 171.01147071912322, 356.53376409081835]"
8.95899581589958,5,2.2532097987155617,5.800282916477088,0.05662923876193968,0.8416143667945647,"[46.9123307976022, 119.03684311597827, 171.01147071912322, 261.9623026892146, 356.53376409081835]"
8.95899581589958,6,2.4070208209280333,5.889235240425043,0.0493602086307263,0.8721112857819086,"[46.9123307976022, 119.03684311597827, 171.01147071912322, 261.9623026892146, 281.8314074087813, 356.53376409081835]"
