particle_a,particle_b,tolerance_type,tolerance_value,base_count,connected_count,persistence_fraction,mean_distance,min_distance,max_distance,family_match,interaction_match,empirical_p_value,passes_threshold
D0,B_plus,euclidean_close_percentile,10.0,2009,2009,1.0,1.2941589969379377,1.2941589969379563,1.2941589969379563,True,True,0.5092981403719257,False
D0,B0,euclidean_close_percentile,10.0,2009,2009,1.0,1.2517465743014353,1.2517465743014675,1.2517465743014675,True,True,0.504499100179964,False
D0,Bs0,euclidean_close_percentile,10.0,2009,2009,1.0,1.2597625116286506,1.259762511628646,1.259762511628646,True,True,0.5046990601879624,False
D_plus,Ds_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.4292655783844752,0.4292655783844664,0.4292655783844664,True,True,0.52249550089982,False
D_plus,B_plus,euclidean_close_percentile,10.0,2009,2009,1.0,0.8168077707222638,0.8168077707222235,0.8168077707222235,True,True,0.5226954609078185,False
D_plus,B0,euclidean_close_percentile,10.0,2009,2009,1.0,0.7827576459096514,0.7827576459096204,0.7827576459096204,True,True,0.523495300939812,False
D_plus,Bs0,euclidean_close_percentile,10.0,2009,2009,1.0,0.7921890397299377,0.7921890397299757,0.7921890397299757,True,True,0.5122975404919016,False
Ds_plus,B_plus,euclidean_close_percentile,10.0,2009,2009,1.0,1.1562657133013092,1.1562657133013126,1.1562657133013126,True,True,0.5028994201159768,False
Ds_plus,B0,euclidean_close_percentile,10.0,2009,2009,1.0,1.1145023827110119,1.1145023827110208,1.1145023827110208,True,True,0.5038992201559688,False
Ds_plus,Bs0,euclidean_close_percentile,10.0,2009,2009,1.0,1.1227004177110609,1.1227004177110622,1.1227004177110622,True,True,0.5120975804839032,False
J_psi,Upsilon_1S,euclidean_close_percentile,10.0,2009,2009,1.0,0.9003681414932848,0.9003681414932542,0.9003681414932542,True,True,0.5018996200759848,False
B_plus,B0,euclidean_close_percentile,10.0,2009,2009,1.0,0.047115336209415354,0.047115336209413904,0.047115336209413904,True,True,0.5198960207958409,False
B_plus,Bs0,euclidean_close_percentile,10.0,2009,2009,1.0,0.04337990367394244,0.04337990367394374,0.04337990367394374,True,True,0.526494701059788,False
B0,Bs0,euclidean_close_percentile,10.0,2009,2009,1.0,0.00986592136636341,0.009865921366363302,0.009865921366363302,True,True,0.5138972205558888,False
W,Z,euclidean_close_percentile,10.0,2009,2009,1.0,0.09820976344686692,0.0982097634468646,0.0982097634468646,True,True,0.5206958608278345,False
W,top,euclidean_close_percentile,10.0,2009,2009,1.0,0.4831705658433763,0.4831705658433924,0.4831705658433924,False,True,0.4981003799240152,False
Z,top,euclidean_close_percentile,10.0,2009,2009,1.0,0.47532349710709837,0.4753234971071151,0.4753234971071151,False,True,0.5168966206758648,False
muon,neutron,neighbor_rank_k,2.0,2009,2009,1.0,12.88845321507236,12.888453215072115,12.888453215072115,False,True,0.6590681863627275,False
muon,pi_plus,neighbor_rank_k,2.0,2009,2009,1.0,2.642871390743828,2.6428713907438786,2.6428713907438786,False,True,0.3809238152369526,False
