base,from_entity,to_entity,from_theta_deg,to_theta_deg,gap_deg,gap_fraction,from_log10_N,to_log10_N,from_frequency_hz,to_frequency_hz,from_cycles,to_cycles
2,D0,K_long,154.3751222668655,162.30088656590112,7.925764299035633,0.022016011941765647,11.267197457307917,15.789274872247002,4.509163058209639e+23,1.2032180447431181e+23,185010960278.34146,6155663516905793.0
2,Ds_plus,B0,286.36630709152655,294.0117754425333,7.645468351006703,0.02123741208612973,11.377567751184174,12.287050836244319,4.759449124657848e+23,1.2766306161220584e+24,238543590127.85135,1936648644657.1626
2,W,muon,222.64092385038006,230.25129714230815,7.6103732919280604,0.02113992581091128,0.7882310922760309,16.74918461424223,1.9433186099497117e+25,2.5548081529516867e+22,6.140886807441088,5.612865226160765e+16
2,Bs0,tau,302.17813003765514,309.60727055570544,7.4291405180502785,0.02063650143902855,12.293879496489762,11.09597171977255,1.297717900302281e+24,4.2965976239379536e+23,1967340336858.258,124730229022.9188
2,J_psi,Sigma_plus,134.0057428546659,140.53859048800888,6.532847633342975,0.018146798981508262,3.7244148040524654,13.362837396118582,7.488270883812783e+23,2.8758838648585384e+23,5301.695785739452,23058836828435.76
2,Lambda,eta,1.6970957908969808,7.593125666225689,5.896029875328708,0.016377860764801966,13.84879890259473,4.82282926003031,2.6977094915770273e+23,1.3247244221471272e+23,70599057394570.8,66501.16599178579
2,Upsilon_1S,top,276.18891144594073,282.01389550759745,5.824984061656713,0.01618051128237976,4.445367569337434,1.1389084362748172,2.2875145425820157e+24,4.172482236141734e+25,27884.802274074773,13.769191379267722
2,tau,omega_782,309.60727055570544,314.80623188303497,5.198961327329579,0.014441559242582166,11.09597171977255,1.1663292053773442,4.2965976239379536e+23,1.892463460210182e+23,124730229022.9188,14.666591816628907
2,Higgs,phi_1020,87.08348805433502,92.09185979277876,5.008371738443734,0.013912143717899261,3.685178675832777,1.582156678747984,3.027322531090317e+25,2.4650457307251326e+23,4843.716049744508,38.208208826239556
2,rho_770,Delta_1232,261.1477879294484,265.79117311169284,4.643385182244452,0.012898292172901256,-0.08265966936381419,0.22225309913704822,1.8745703398187536e+23,2.978962746248619e+23,0.8266855198600702,1.6682191378992266
2,top,Ds_plus,282.01389550759745,286.36630709152655,4.352411583929103,0.012090032177580841,1.1389084362748172,11.377567751184174,4.172482236141734e+25,4.759449124657848e+23,13.769191379267722,238543590127.85135
